Unnamed: 0,Z-score,equipment,type_x,b_type,fridge,washer,tv,ac,wheater,bed,closet,fourthTv,net,gas,sofa,tableAndChairs,balcony,lift,park,gender,publisher,title,kind_name,price,price_unit,section_name,street_name,location,area_y,refresh_time,yesterday_hit,surrounding
3632473,0.0,0.0,4房2廳2衛,電梯大樓,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,none,屋主,河堤國小學區，全新裝潢，可立即入住,整層住家,20000,元/月,三民區,鼎和街,三民區-鼎和街45巷,45.0,3小時內,59,"{'type': 'bus_station', 'desc': '距金獅湖站', 'distance': '512公尺'}"
4454420,0.0,0.0,5房3廳3衛,透天厝,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,none,屋主,後昌路透天2.3.4樓出租!可當住家,整層住家,22000,元/月,楠梓區,後昌路,楠梓區-後昌路,27.0,12天前,21,"{'type': 'subway_station', 'desc': '距油廠國小站', 'distance': '466公尺'}"
4560336,0.0,0.0,獨立套房,公寓,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,none,屋主,高師大學區＊一房一廳一衛,獨立套房,6500,元/月,苓雅區,凱旋二路,苓雅區-凱旋二路81巷,10.0,5小時內,35,"{'type': 'subway_station', 'desc': '距五塊厝站', 'distance': '596公尺'}"
4569608,0.0,0.0,獨立套房,公寓,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,none,屋主,全新雙人套房鄰大東捷運站/大東藝術館,獨立套房,7000,元/月,鳳山區,經武路,鳳山區-經武路28巷,6.5,4天前,14,"{'type': 'subway_station', 'desc': '距大東站', 'distance': '230公尺'}"
4627297,0.0,0.0,獨立套房,公寓,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,none,屋主,近高應大、育英全新獨立套房,獨立套房,6500,元/月,三民區,皓東路,三民區-皓東路240號,6.0,3小時內,26,"{'type': 'restaurant', 'desc': '距阿嬤の火雞肉飯', 'distance': '66公尺'}"
4779344,0.0,0.0,分租套房,公寓,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,none,屋主,中華四路優質超大套房近捷運遠東百貨,分租套房,10000,元/月,前鎮區,中華四路,前鎮區-中華四路,18.0,3小時內,21,"{'type': 'subway_station', 'desc': '距捷運三多商圈站', 'distance': '316公尺'}"
5007998,0.0,0.0,3房2廳2衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,none,屋主,美術館高樓層附平面車位含管理費室內27坪,整層住家,27000,元/月,鼓山區,美術北三路,鼓山區-美術北三路87號,46.0,3小時內,29,"{'type': 'bus_station', 'desc': '距臺鐵內惟站', 'distance': '446公尺'}"
5527059,0.0,0.0,3房2廳2衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,none,屋主,鳳山市中心高樓層捷運精品機能宅,整層住家,23000,元/月,鳳山區,立德街,鳳山區-立德街,36.6,4小時內,32,"{'type': 'subway_station', 'desc': '距大東站', 'distance': '493公尺'}"
6630821,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,none,屋主,左營套房出租●近高鐵●漢神巨蛋●文藻,獨立套房,6500,元/月,左營區,文自路,左營區-文自路524巷,6.0,4小時內,29,"{'type': 'subway_station', 'desc': '距生態園區站', 'distance': '607公尺'}"
7265927,0.0,0.0,獨立套房,電梯大樓,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,none,仲介,捷運文化中心站大客廳+大套房,獨立套房,10000,元/月,新興區,六合路,新興區-六合路,13.9,2小時內,64,"{'type': 'subway_station', 'desc': '距文化中心站', 'distance': '287公尺'}"
7454258,0.0,0.0,2房2廳1衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,none,屋主,左營高鐵站旁新裝潢2房含車位,整層住家,22000,元/月,左營區,文天路,左營區-文天路110號,33.0,4天前,12,"{'type': 'subway_station', 'desc': '距高鐵左營站', 'distance': '588公尺'}"
7602141,0.0,0.0,分租套房,透天厝,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,none,屋主,整理新套房-近高應大、文藻、正修科大,分租套房,5300,元/月,三民區,大豐一路,三民區-大豐一路,8.0,3小時內,34,"{'type': 'bus_station', 'desc': '距莊敬國小', 'distance': '847公尺'}"
7692209,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,none,屋主,鄰近高師大個人獨立套房,獨立套房,5000,元/月,苓雅區,和平一路,苓雅區-和平一路62巷18號,4.5,11小時內,30,"{'type': 'subway_station', 'desc': '距文化中心站', 'distance': '1109公尺'}"
7846703,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,female,屋主,有獨立洗衣機，限女不抽煙不寵物套房,獨立套房,5500,元/月,楠梓區,德民路,楠梓區-德民路356巷46弄48號,6.0,2小時內,181,"{'type': 'subway_station', 'desc': '距楠梓加工區站', 'distance': '957公尺'}"
8090297,0.0,0.0,2房2廳1衛,電梯大樓,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,none,屋主,漢神巨蛋+R14捷運站*聯上F1*2房,整層住家,26000,元/月,左營區,立文路,左營區-立文路,25.8,3小時內,30,"{'type': 'subway_station', 'desc': '距巨蛋站', 'distance': '325公尺'}"
8201749,0.0,0.0,分租套房,透天厝,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,none,屋主,鳳楠精緻套房,分租套房,5500,元/月,楠梓區,鳳楠路,楠梓區-鳳楠路108巷,7.0,10天前,8,"{'type': 'bus_station', 'desc': '距楠梓站(和欣下客)', 'distance': '123公尺'}"
8402166,0.0,0.0,獨立套房,電梯大樓,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,none,屋主,高雄新崛江大樓,獨立套房,4000,元/月,新興區,文化路,新興區-文化路,6.0,2小時內,148,"{'type': 'subway_station', 'desc': '距中央公園站', 'distance': '328公尺'}"
8445293,0.0,0.0,3房2廳2衛,電梯大樓,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,none,仲介,橋頭3房2衛電梯大樓出租,整層住家,12000,元/月,橋頭區,樹德路,橋頭區-樹德路,25.0,昨日,27,"{'type': 'subway_station', 'desc': '距橋頭火車站', 'distance': '738公尺'}"
8660956,0.0,0.0,分租套房,電梯大樓,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,female,屋主,近高師大套房數間兩千五起屋主自租,分租套房,4200,元/月,苓雅區,德安街,苓雅區-德安街3巷2號,4.5,3小時內,33,"{'type': 'subway_station', 'desc': '距五塊厝站', 'distance': '699公尺'}"
8714705,0.0,0.0,雅房,電梯大樓,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,none,屋主,"清新電梯雅房含管理費,近新崛江商圈",雅房,5700,元/月,新興區,文化路,新興區-文化路,6.0,3小時內,16,"{'type': 'subway_station', 'desc': '距中央公園站', 'distance': '324公尺'}"
9066631,0.0,0.0,獨立套房,透天厝,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,none,屋主,美式風格溫馨套房,獨立套房,9200,元/月,楠梓區,土庫一路,楠梓區-土庫一路,7.0,3小時內,93,"{'type': 'bus_station', 'desc': '距楠梓派出所(旗楠路)', 'distance': '636公尺'}"
9132202,0.0,0.0,3房1廳2衛,公寓,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,none,屋主,房屋出租3房2衛1廳,整層住家,10000,元/月,苓雅區,武義街,苓雅區-武義街34巷2號,25.0,13天前,49,"{'type': 'subway_station', 'desc': '距衛武營站', 'distance': '1098公尺'}"
9397959,0.0,0.0,獨立套房,電梯大樓,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,none,代理人,飯店式管理樓中樓套房,獨立套房,4300,元/月,三民區,愛國路,三民區-愛國路,7.0,11小時內,42,"{'type': 'bus_station', 'desc': '距莊敬國小', 'distance': '514公尺'}"
9398288,0.0,0.0,獨立套房,透天厝,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,none,屋主,信義國小捷運獨立套房邊間透天、採光佳,獨立套房,5000,元/月,新興區,黃海街,新興區-黃海街,7.0,7天前,32,"{'type': 'subway_station', 'desc': '距捷運信義國小站', 'distance': '167公尺'}"
9454353,0.0,0.0,4房2廳2衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,none,代理人,"美術館四房平車自租,家具家電全",整層住家,29000,元/月,鼓山區,美明路,鼓山區-美明路,39.0,11小時內,7,"{'type': 'bus_station', 'desc': '距臺鐵內惟站', 'distance': '124公尺'}"
9467489,0.0,0.0,獨立套房,公寓,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,none,屋主,R8三多捷運站洲際飯店旁便利精緻套房,獨立套房,5500,元/月,苓雅區,中華四路,苓雅區-中華四路,6.0,9小時內,25,"{'type': 'subway_station', 'desc': '距捷運三多商圈站', 'distance': '246公尺'}"
9519732,0.0,0.0,4房2廳4衛,透天厝,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,none,屋主,鳳頂重劃區優質透天出租(近88交流道),整層住家,25000,元/月,鳳山區,保生路,鳳山區-保生路56巷,50.0,11小時內,55,"{'type': 'bus_station', 'desc': '距過埤派出所', 'distance': '25公尺'}"
9608439,0.0,0.0,分租套房,透天厝,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,female,屋主,套房出租，配備齊全，冷氣費另計,分租套房,5700,元/月,大社區,文化路,大社區-文化路6巷40號,7.0,3小時內,31,"{'type': 'restaurant', 'desc': '距品悅素鉁軒', 'distance': '212公尺'}"
9832700,0.0,0.0,獨立套房,電梯大樓,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,none,屋主,"精緻,網路,家電齊全,套房降價出租",獨立套房,4300,元/月,三民區,愛國路,三民區-愛國路99號,5.0,3小時內,53,"{'type': 'bus_station', 'desc': '距民族派出所', 'distance': '394公尺'}"
9930360,0.0,0.0,2房1廳1衛,電梯大樓,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,none,屋主,看過來~全新裝潢2房電梯大樓(稀有釋出),整層住家,15000,元/月,三民區,更新街,三民區-更新街118號,23.0,3小時內,124,"{'type': 'bus_station', 'desc': '距統聯客運中華站', 'distance': '172公尺'}"
9963421,0.0,0.0,獨立套房,電梯大樓,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,none,代理人,自由度高.設計師套房.岡山高中商圈.,獨立套房,5500,元/月,岡山區,公園北路,岡山區-公園北路,9.0,8天前,33,"{'type': 'bus_station', 'desc': '距蘭軒', 'distance': '886公尺'}"
10031503,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,none,屋主,全新裝修熱河套房出租,獨立套房,6500,元/月,三民區,熱河二街,三民區-熱河二街,5.0,3小時內,69,"{'type': 'subway_station', 'desc': '距高雄車站', 'distance': '636公尺'}"
10069974,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,female,屋主,近樹人.東方獨立套房,獨立套房,6000,元/月,湖內區,東方路,湖內區-東方路105巷8號,10.0,3小時內,45,"{'type': 'bus_station', 'desc': '距大湖火車站', 'distance': '552公尺'}"
10079222,0.0,0.0,3房2廳2衛,電梯大樓,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,none,屋主,近鼎山家樂福+通風採光良好+衛開窗,整層住家,24000,元/月,三民區,鼎義街,三民區-鼎義街,38.0,昨日,16,"{'type': 'bus_station', 'desc': '距莊敬國小', 'distance': '202公尺'}"
10242140,0.0,0.0,獨立套房,公寓,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,none,仲介,正市區近捷運站新套房附傢電網路第四台水費,獨立套房,6500,元/月,新興區,六合一路,新興區-六合一路,6.0,3天前,27,"{'type': 'subway_station', 'desc': '距捷運信義國小站', 'distance': '293公尺'}"
10242199,0.0,0.0,分租套房,透天厝,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,none,仲介,文藻大學_分租套房,分租套房,7500,元/月,三民區,鼎金後路,三民區-鼎金後路116巷,6.5,11小時內,10,"{'type': 'bus_station', 'desc': '距金獅湖站', 'distance': '601公尺'}"
10249110,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,none,屋主,獨立套房，使用空間大。,獨立套房,5900,元/月,旗山區,溝坪路,旗山區-溝坪路,11.2,11小時內,60,"{'type': 'restaurant', 'desc': '距大衛營高爾夫球場', 'distance': '129公尺'}"
10265064,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,none,屋主,一卡皮箱即可方便入住精緻套房,獨立套房,6800,元/月,前金區,五福三路,前金區-五福三路79號,6.0,3小時內,27,"{'type': 'subway_station', 'desc': '距中央公園站', 'distance': '769公尺'}"
10304988,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,none,屋主,小港邊間透天大套房出租,獨立套房,8500,元/月,小港區,青山街,小港區-青山街22巷,8.0,11小時內,52,"{'type': 'subway_station', 'desc': '距小港站', 'distance': '1221公尺'}"
10388365,0.0,0.0,2房1廳1衛,電梯大樓,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,none,仲介,近高鐵原生植物園漂亮大兩房!!!含管理費,整層住家,16000,元/月,左營區,政德路,左營區-政德路,17.0,11小時內,29,"{'type': 'subway_station', 'desc': '距生態園區站', 'distance': '684公尺'}"
10409546,0.0,0.0,分租套房,透天厝,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,none,屋主,高應大套房小4300大5500月,分租套房,5500,元/月,三民區,有光路,三民區-有光路167巷,6.0,2小時內,130,"{'type': 'bus_station', 'desc': '距臺鐵科工館站', 'distance': '341公尺'}"
10468826,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,none,代理人,文藻.裕藏學苑大樓套房出租,獨立套房,7500,元/月,三民區,民族一路,三民區-民族一路886巷52弄5號,5.0,3小時內,198,"{'type': 'bus_station', 'desc': '距文藻外語大學(民族一路)', 'distance': '263公尺'}"
10505507,0.0,0.0,雅房,公寓,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,none,代理人,簡約高機能雅房出租,雅房,2500,元/月,新興區,八德二路,新興區-八德二路12號,5.0,11小時內,35,"{'type': 'subway_station', 'desc': '距美麗島站', 'distance': '459公尺'}"
10542537,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,none,屋主,市政府週邊，獨立電梯套房，警衛管理,獨立套房,8500,元/月,苓雅區,林森二路,苓雅區-林森二路21號,8.5,3小時內,0,"{'type': 'subway_station', 'desc': '距捷運三多商圈站', 'distance': '480公尺'}"
10606166,0.0,0.0,雅房,透天厝,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,female,仲介,免仲介費~走路即到文藻，鼎中商圈大雅房,雅房,4800,元/月,三民區,鼎強街,三民區-鼎強街151巷37弄7號,7.0,27天前,8,"{'type': 'bus_station', 'desc': '距金獅湖站', 'distance': '273公尺'}"
10619915,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,none,屋主,漢民路大套房,獨立套房,6500,元/月,小港區,漢民路,小港區-漢民路810號,8.0,3小時內,43,"{'type': 'subway_station', 'desc': '距小港站', 'distance': '563公尺'}"
10645611,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,none,仲介,漢神巨蛋捷運獨立大套房,獨立套房,12000,元/月,左營區,裕誠路,左營區-裕誠路,10.0,7天前,42,"{'type': 'subway_station', 'desc': '距巨蛋站', 'distance': '179公尺'}"
10724314,0.0,0.0,3房2廳2衛,電梯大樓,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,none,代理人,"高鐵優質1,2樓雙享宅+車位",整層住家,25000,元/月,左營區,重治路,左營區-重治路,38.6,2小時內,54,"{'type': 'subway_station', 'desc': '距生態園區站', 'distance': '634公尺'}"
10796860,0.0,0.0,獨立套房,透天厝,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,none,屋主,榮總單身大套房(乾濕衛浴，可短租),獨立套房,6000,元/月,左營區,榮佑路,左營區-榮佑路,6.0,11小時內,52,"{'type': 'bus_station', 'desc': '距九番埤濕地公園', 'distance': '606公尺'}"
10831808,0.0,0.0,3房2廳2衛,公寓,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,none,屋主,近文化中心.三房兩廳整層出租.附家俱,整層住家,16000,元/月,苓雅區,福建街,苓雅區-福建街,27.0,3天前,30,"{'type': 'subway_station', 'desc': '距文化中心站', 'distance': '1302公尺'}"
10848204,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,none,屋主,瑞隆商圈/夢時代明亮優質獨立套房,獨立套房,6300,元/月,前鎮區,隆興街,前鎮區-隆興街75巷,4.0,11小時內,34,"{'type': 'bus_station', 'desc': '距輕軌籬仔內站(凱旋四路)', 'distance': '329公尺'}"
10887334,0.0,0.0,雅房,透天厝,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,female,屋主,高雄火車站建國路附近，房間超大、免水電費,雅房,3850,元/月,三民區,民族一路,三民區-民族一路1巷,7.0,11小時內,106,"{'type': 'subway_station', 'desc': '距捷運信義國小站', 'distance': '901公尺'}"
10925904,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,none,屋主,火車站前大套房，廁所全新裝修,獨立套房,8500,元/月,三民區,河北二路,三民區-河北二路,12.0,11小時內,15,"{'type': 'subway_station', 'desc': '距高雄車站', 'distance': '590公尺'}"
10935163,0.0,0.0,5房1廳3衛,透天厝,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,none,代理人,全新裝潢，住家或辦公室一樓機車位及汽車位,整層住家,25000,元/月,苓雅區,建國一路,苓雅區-建國一路,36.0,22小時內,17,"{'type': 'subway_station', 'desc': '距技擊館站', 'distance': '311公尺'}"
10946415,0.0,0.0,2房1廳1衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,none,屋主,近海科大加工區，9成新2房,整層住家,16500,元/月,楠梓區,金富街,楠梓區-金富街113號,13.0,11小時內,30,"{'type': 'subway_station', 'desc': '距都會公園站', 'distance': '421公尺'}"
11049425,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,none,代理人,漢神旁獨立套房,獨立套房,10000,元/月,前金區,成功一路,前金區-成功一路284巷35號,8.0,12天前,31,"{'type': 'subway_station', 'desc': '距中央公園站', 'distance': '688公尺'}"
11072668,0.0,0.0,獨立套房,透天厝,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,none,屋主,套房出租學生.上班族海軍官校,獨立套房,5300,元/月,楠梓區,和光街,楠梓區-和光街109巷43號,5.0,8小時內,22,"{'type': 'subway_station', 'desc': '距油廠國小站', 'distance': '862公尺'}"
11083304,0.0,0.0,雅房,透天厝,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,none,屋主,Clear雅房七賢路，捷運，網路100M,雅房,3900,元/月,前金區,自強一路,前金區-自強一路65巷,4.0,7天前,10,"{'type': 'subway_station', 'desc': '距捷運市議會(舊址)', 'distance': '351公尺'}"
11094012,0.0,0.0,分租套房,電梯大樓,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,none,屋主,捷運中央公園站大立伊勢丹全新溫馨套房,分租套房,5300,元/月,前金區,自強二路,前金區-自強二路41號,5.0,10天前,13,"{'type': 'subway_station', 'desc': '距中央公園站', 'distance': '555公尺'}"
11132718,0.0,0.0,4房2廳4衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,none,屋主,愛河無敵美景景觀大戶113坪舒適室內空間,整層住家,40000,元/月,鹽埕區,河西路,鹽埕區-河西路,113.0,3小時內,11,"{'type': 'subway_station', 'desc': '距鹽埕埔站', 'distance': '638公尺'}"
11198876,0.0,0.0,分租套房,公寓,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,none,代理人,建功商圈誠徵套雅房室友一卡皮箱寵物面議,分租套房,3300,元/月,三民區,黃興路,三民區-黃興路353巷,5.0,3小時內,23,"{'type': 'restaurant', 'desc': '距正宗 發哥烤鴨 北平烤鴨、椒鹽烤鴨', 'distance': '141公尺'}"
11203938,0.0,0.0,雅房,電梯大樓,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,none,屋主,林園套房雅房，家具家電全，附第四台網路,雅房,3500,元/月,林園區,中芸路,林園區-中芸路83巷20號,4.0,13天前,9,"{'type': 'bus_station', 'desc': '距鳳芸站', 'distance': '347公尺'}"
11233175,0.0,0.0,獨立套房,公寓,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,none,屋主,苓雅區漢神百貨正對面公寓,獨立套房,6500,元/月,苓雅區,成功一路,苓雅區-成功一路237巷,7.5,昨日,36,"{'type': 'bus_station', 'desc': '距海邊新田路口', 'distance': '408公尺'}"
11287837,0.0,0.0,2房2廳2衛,公寓,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,none,屋主,小港捷運面公園時尚公寓2房2聽2衛2陽台,整層住家,14000,元/月,小港區,宮和街,小港區-宮和街22巷,20.0,4天前,45,"{'type': 'subway_station', 'desc': '距小港站', 'distance': '482公尺'}"
11293428,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,none,代理人,金鼎路x鼎中商圈文藻高級會館,獨立套房,6500,元/月,三民區,金鼎路,三民區-金鼎路,8.0,3小時內,72,"{'type': 'bus_station', 'desc': '距金獅湖站', 'distance': '203公尺'}"
11302486,0.0,0.0,獨立套房,電梯大樓,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,female,仲介,新崛江漂亮獨立套房～有陽台,獨立套房,6500,元/月,新興區,文化路,新興區-文化路143巷,6.0,2小時內,118,"{'type': 'subway_station', 'desc': '距中央公園站', 'distance': '289公尺'}"
11304017,0.0,0.0,3房2廳2衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,none,仲介,近捷運、瑞豐夜市、漢神巨蛋高樓層3房平車,整層住家,35000,元/月,左營區,東門路,左營區-東門路131巷,31.2,5小時內,24,"{'type': 'subway_station', 'desc': '距巨蛋站', 'distance': '535公尺'}"
11309678,0.0,0.0,獨立套房,透天厝,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,female,屋主,透天厝整層套房出租限女性,獨立套房,6000,元/月,三民區,鼎力路,三民區-鼎力路,15.0,3小時內,35,"{'type': 'bus_station', 'desc': '距金獅湖站', 'distance': '370公尺'}"
11320427,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,none,代理人,左營大路20坪大陽台大套房,獨立套房,9000,元/月,左營區,埤仔頭路,左營區-埤仔頭路32巷,20.0,3小時內,35,"{'type': 'bus_station', 'desc': '距左營南站', 'distance': '326公尺'}"
11333730,0.0,0.0,分租套房,透天厝,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,female,代理人,高鐵、三越百貨套雅房(限女性),分租套房,6500,元/月,左營區,華夏路,左營區-華夏路1299號,8.0,11天前,19,"{'type': 'subway_station', 'desc': '距高鐵左營站', 'distance': '304公尺'}"
11344338,0.0,0.0,獨立套房,透天厝,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,none,代理人,三多商圈透天電梯套房(近sogo大遠百),獨立套房,6300,元/月,前鎮區,文橫三路,前鎮區-文橫三路,7.0,3小時內,31,"{'type': 'subway_station', 'desc': '距捷運三多商圈站', 'distance': '247公尺'}"
11355106,0.0,0.0,分租套房,透天厝,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,female,屋主,近高應大學校*套房出租,分租套房,4500,元/月,三民區,建興路,三民區-建興路402巷,6.0,3小時內,25,"{'type': 'bus_station', 'desc': '距民族派出所', 'distance': '432公尺'}"
11377088,0.0,0.0,2房1廳1衛,電梯大樓,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,none,仲介,超值!含管*美麗島雙捷運採光兩房大露台,整層住家,23000,元/月,新興區,興華路,新興區-興華路,28.3,昨日,8,"{'type': 'subway_station', 'desc': '距美麗島站', 'distance': '192公尺'}"
11430965,0.0,0.0,3房2廳2衛,電梯大樓,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,none,代理人,帝王天下.視野寬闊,整層住家,16000,元/月,三民區,臥龍路,三民區-臥龍路60巷,39.9,5小時內,44,"{'type': 'bus_station', 'desc': '距臺鐵科工館站', 'distance': '502公尺'}"
11445962,0.0,0.0,3房2廳2衛,電梯大樓,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,none,屋主,NEWSKY優質美寓大樓,整層住家,26000,元/月,鳳山區,復華一街,鳳山區-復華一街10號,40.9,12天前,18,"{'type': 'bus_station', 'desc': '距過埤派出所', 'distance': '695公尺'}"
11449615,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,none,代理人,裕誠/博愛/R14巨蛋/8坪時尚套房,獨立套房,11000,元/月,左營區,裕誠路,左營區-裕誠路,8.0,4天前,34,"{'type': 'subway_station', 'desc': '距巨蛋站', 'distance': '201公尺'}"
11476732,0.0,0.0,獨立套房,透天厝,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,none,屋主,"近義守醫學院,樹德科大之優質套房",獨立套房,4000,元/月,燕巢區,鳳加路,燕巢區-鳳加路11號,5.0,11小時內,37,"{'type': 'restaurant', 'desc': '距豪哥水餃（原孩子王水餃）', 'distance': '56公尺'}"
11478495,0.0,0.0,獨立套房,公寓,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,none,代理人,高速公路旁獨立洗衣機變頻冷氣新套房,獨立套房,6500,元/月,大社區,興楠路,大社區-興楠路151巷,9.0,昨日,51,"{'type': 'bus_station', 'desc': '距統聯客運楠梓站', 'distance': '301公尺'}"
11480830,0.0,0.0,獨立套房,電梯大樓,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,none,代理人,六合商圈捷運站旁全新明亮套房,獨立套房,8800,元/月,新興區,民主路,新興區-民主路,9.0,16天前,22,"{'type': 'subway_station', 'desc': '距美麗島站', 'distance': '244公尺'}"
11482181,0.0,0.0,分租套房,公寓,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,female,屋主,優質套房近室內停車(限女)高應大,分租套房,5200,元/月,三民區,大豐二路,三民區-大豐二路118巷,6.0,8小時內,8,"{'type': 'bus_station', 'desc': '距科工館', 'distance': '753公尺'}"
11505395,0.0,0.0,2房1廳1衛,電梯大樓,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,none,仲介,建工商圈全新2房+平車(另計),整層住家,22000,元/月,三民區,建興路,三民區-建興路365巷3號,16.0,3天前,10,"{'type': 'bus_station', 'desc': '距民族派出所', 'distance': '557公尺'}"
11514821,0.0,0.0,獨立套房,電梯大樓,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,none,代理人,新崛江商圈、捷運溫馨套房,獨立套房,8200,元/月,新興區,文化路,新興區-文化路,12.0,15天前,32,"{'type': 'subway_station', 'desc': '距中央公園站', 'distance': '386公尺'}"
11521696,0.0,0.0,獨立套房,電梯大樓,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,none,屋主,精緻套房出租,獨立套房,10000,元/月,苓雅區,自強三路,苓雅區-自強三路5號,11.0,5天前,45,"{'type': 'subway_station', 'desc': '距捷運三多商圈站', 'distance': '513公尺'}"
